name,brand,year,cost,discount,color,memory_size_Gb,dual_sim,discounted_goods
ZTE Nubia Z17 Ram 6Gb,ZTE,,0,0,Black,64,0.0,0.0
ZTE Nubia Z11 Mini S,ZTE,,18550,0,Black,64,0.0,0.0
ZTE Blade Z10,ZTE,,7699,0,Black,,0.0,0.0
ZTE R538,ZTE,,691,0,Black,,0.0,0.0
ZTE F327,ZTE,,1471,0,Black,,0.0,0.0
ZTE Blade L110,ZTE,,2785,0,Black,,0.0,0.0
ZTE Blade A515,ZTE,,7345,0,Black,,0.0,0.0
ZTE Blade L5 Plus,ZTE,,5490,0,Black,,0.0,0.0
ZTE Blade A476,ZTE,,5290,3200,Black,,0.0,0.0
ZTE Blade S7,ZTE,,9990,0,Black,,0.0,0.0
ZTE Blade X3 4G,ZTE,,6425,0,Black,,0.0,0.0
ZTE Blade A465,ZTE,,5350,1340,Black,,0.0,0.0
ZTE Blade AF5,ZTE,,3325,665,Black,,0.0,0.0
ZTE Blade L4 Pro 4G,ZTE,,7390,2100,Black,,0.0,0.0
ZTE Blade V2 Lite,ZTE,,0,0,Black,,0.0,0.0
ZTE V815W White,ZTE,,3790,0,White ,,0.0,0.0
ZTE U930 White,ZTE,,4950,0,White ,,0.0,0.0
ZTE Blade G Lux V830 White,ZTE,,4490,0,White ,,0.0,0.0
ZTE U817 White,ZTE,,2990,0,White ,,0.0,0.0
ZTE U818 White,ZTE,,3690,0,White ,,0.0,0.0
ZTE U819 White,ZTE,,4190,0,White ,,0.0,0.0
ZTE V965 White,ZTE,,4390,0,White ,,0.0,0.0
ZTE Star 1,ZTE,,0,0,White,16,0.0,0.0
ZTE V993W Blade HN White,ZTE,,7990,0,White ,,0.0,0.0
ZTE Nubia Z7 Max White,ZTE,,23390,0,White ,,0.0,0.0
ZTE V818 Blade 2 White,ZTE,,3580,0,White ,,0.0,0.0
ZTE Blade L3 White,ZTE,,5490,0,White ,,0.0,0.0
ZTE Nubia Z18 Mini 6,ZTE,,0,0,White,64,0.0,0.0
ZTE Nubia Z11 Mini White,ZTE,,12990,0,White ,,0.0,0.0
ZTE Blade A210 White,ZTE,,4775,0,White ,,0.0,0.0
ZTE R538 White,ZTE,,691,0,White ,,0.0,0.0
ZTE F327 White,ZTE,,1471,0,White ,,0.0,0.0
ZTE Blade L5 White,ZTE,,3488,0,White ,,0.0,0.0
ZTE Blade A476 White,ZTE,,5290,3200,White ,,0.0,0.0
ZTE Blade X5 4G White,ZTE,,8785,0,White ,,0.0,0.0
ZTE Blade X3 4G White,ZTE,,6425,1865,White ,,0.0,0.0
ZTE Blade L2 White,ZTE,,5180,810,White ,,0.0,0.0
Xiaomi Mi3,Xiaomi,,14450,0,White,16,0.0,0.0
Xiaomi Mi3,Xiaomi,,17390,0,White,64,0.0,0.0
Xiaomi Mi4,Xiaomi,,8750,10240,White,16,0.0,0.0
Xiaomi RedMi Note 4G White,Xiaomi,,10790,2200,White ,,0.0,0.0
Xiaomi RedMi Note Standart White,Xiaomi,,8990,0,White ,,0.0,0.0
Xiaomi Mi5,Xiaomi,,15490,4500,White,32,0.0,0.0
Xiaomi Mi4,Xiaomi,,21990,0,White,64,0.0,0.0
Xiaomi Mi Note,Xiaomi,,22490,2500,White,16,0.0,0.0
Xiaomi RedMi 2 White,Xiaomi,,6990,2500,White ,,0.0,0.0
Xiaomi Mi4i,Xiaomi,,12990,4000,White,16,0.0,0.0
Xiaomi Mi4 3Gb Ram White,Xiaomi,,7750,12240,White ,16,0.0,0.0
Xiaomi Mi4C 16GB White,Xiaomi,,8990,11000,White ,,0.0,0.0
Xiaomi Redmi Note 2,Xiaomi,,9750,5240,White,16,0.0,0.0
Xiaomi Qin1s AI Phone White,Xiaomi,,4250,0,White ,,0.0,0.0
Xiaomi Mi Mix 2 SE 8,Xiaomi,,23490,0,White,128,0.0,0.0
Xiaomi Mi6 6Gb White,Xiaomi,,22990,0,White ,64,0.0,0.0
Xiaomi Mi Mix 2 6Gb,Xiaomi,,0,0,White,64,0.0,0.0
Xiaomi Mi Mix 2 8Gb,Xiaomi,,0,0,White Ceramic,128,0.0,0.0
Xiaomi Mi Mix 2 6Gb,Xiaomi,,0,0,White,256,0.0,0.0
Xiaomi Mi Mix 2 6Gb,Xiaomi,,0,0,White,128,0.0,0.0
Xiaomi Redmi Pro 2,Xiaomi,,13990,0,White,32,0.0,0.0
Xiaomi Redmi Pro 2,Xiaomi,,15990,0,White,128,0.0,0.0
Xiaomi Redmi Pro 2,Xiaomi,,14990,0,White,64,0.0,0.0
Xiaomi Mi5,Xiaomi,,17990,0,Ceramic White,128,0.0,0.0
Xiaomi Mi6 4Gb White,Xiaomi,,24990,5000,White ,64,0.0,0.0
Xiaomi Mi Note 2,Xiaomi,,19990,0,White,64,0.0,0.0
Xiaomi Mi5S,Xiaomi,,15990,0,White,32,0.0,0.0
Xiaomi Mi5S Plus,Xiaomi,,18990,6000,White,64,0.0,0.0
Xiaomi Redmi Note 4+3Gb White,Xiaomi,,9890,4100,White ,32,0.0,0.0
Xiaomi Mi5S Plus,Xiaomi,,19990,0,White,128,0.0,0.0
Xiaomi Redmi 4 Pro 3Gb,Xiaomi,,13990,0,White,32,0.0,0.0
Xiaomi Redmi 4 2Gb,Xiaomi,,8390,1600,White,16,0.0,0.0
Xiaomi Mi5S,Xiaomi,,19990,0,White,128,0.0,0.0
Xiaomi Redmi Note 4,Xiaomi,,9990,3000,White,16,0.0,0.0
Xiaomi Redmi Note 4+3Gb White,Xiaomi,,11150,3840,White ,64,0.0,0.0
Xiaomi Redmi Pro,Xiaomi,,11150,0,White,64,0.0,0.0
Xiaomi Redmi Pro,Xiaomi,,12290,0,White,32,0.0,0.0
Xiaomi Mi5S,Xiaomi,,16150,3840,White,64,0.0,0.0
Xiaomi Mi5,Xiaomi,,17990,5000,White,128,0.0,0.0
Xiaomi Redmi Note 3,Xiaomi,,12190,0,White,32,0.0,0.0
Xiaomi Redmi Note 3,Xiaomi,,9790,0,White,16,0.0,0.0
Xiaomi Redmi 2 Enhanced Edition White,Xiaomi,,7790,4200,White ,,0.0,0.0
Xiaomi Mi4C 32GB White,Xiaomi,,14390,8600,White ,,0.0,0.0
Xiaomi Redmi Note 2,Xiaomi,,10990,4000,White,32,0.0,0.0
Xiaomi Mi4S,Xiaomi,,11990,0,White,16,0.0,0.0
Xiaomi Mi4S,Xiaomi,,11990,0,White,64,0.0,0.0
Xiaomi Mi5,Xiaomi,,17990,0,White,64,0.0,0.0
Xiaomi Redmi Note 3 Pro 4G White,Xiaomi,,12990,2000,White ,32,0.0,0.0
Xiaomi Redmi Note 3 Pro,Xiaomi,,9450,1540,White,16,0.0,0.0
Xiaomi Redmi Note 5 4Gb,Xiaomi,,10490,3500,Black,64,0.0,0.0
Xiaomi Redmi Note 5 Pro 4Gb,Xiaomi,,19990,0,Black,64,0.0,0.0
Xiaomi Redmi Note 5 Pro 6Gb,Xiaomi,,0,0,Black,64,0.0,0.0
Xiaomi Mi Max 2,Xiaomi,,13990,0,Black,128,0.0,0.0
Xiaomi Redmi Note 4X 4Gbok,Xiaomi,,11590,0,Black,64,0.0,0.0
Xiaomi Redmi Note 5 3Gb,Xiaomi,,11990,2000,Black,32,0.0,0.0
Xiaomi Redmi 6 Pro 3,Xiaomi,,10550,0,Black,32,0.0,0.0
Xiaomi Redmi Note 5 4Gb,Xiaomi,,10490,3500,Black,64,0.0,0.0
Xiaomi Black Shark 8,Xiaomi,,26590,8400,Black,128,0.0,0.0
Xiaomi Black Shark 6,Xiaomi,,23990,6000,Black,64,0.0,0.0
Xiaomi Mi Note 3 6,Xiaomi,,17590,3400,Black,64,0.0,0.0
Xiaomi Redmi Note 5 Pro 4Gb,Xiaomi,,17590,0,Black,64,0.0,0.0
Xiaomi Redmi Note 5 6Gb,Xiaomi,,14990,0,Black,64,0.0,0.0
Xiaomi Redmi Note 7 4,Xiaomi,,10990,3000,Black,64,0.0,0.0
Xiaomi Redmi Note 7 3,Xiaomi,,10590,0,Black,32,0.0,0.0
Xiaomi Redmi 6 Pro 4,Xiaomi,,11490,0,Black,32,0.0,0.0
Xiaomi Redmi Note 5 6Gb,Xiaomi,,15990,2000,Black,128,0.0,0.0
Xiaomi Redmi S2 3,Xiaomi,,9290,0,Black,32,0.0,0.0
Xiaomi Redmi 6 3,Xiaomi,,8990,0,Black,64,0.0,0.0
Xiaomi Redmi 6 3,Xiaomi,,0,0,Black,32,0.0,0.0
Xiaomi Mi3,Xiaomi,,13990,0,Black,16,0.0,0.0
Xiaomi Mi3,Xiaomi,,17390,0,Black,64,0.0,0.0
Xiaomi Red Rice 1S,Xiaomi,,7290,0,Black,,0.0,0.0
Xiaomi Red Rice Note,Xiaomi,,9490,1500,Black,,0.0,0.0
Xiaomi Red Rice 3G,Xiaomi,,6290,0,Black,,0.0,0.0
Xiaomi Mi4,Xiaomi,,0,0,Black,64,0.0,0.0
Xiaomi RedMi 2,Xiaomi,,6990,1500,Black,,0.0,0.0
Xiaomi RedMi 2 Prime,Xiaomi,,0,0,Black,,0.0,0.0
Xiaomi Mi Note Pro,Xiaomi,,26990,11000,Black,64,0.0,0.0
Xiaomi Mi4C 16GB,Xiaomi,,8990,2000,Black,,0.0,0.0
Xiaomi Mi4C 32GB,Xiaomi,,14590,8400,Black,,0.0,0.0
Xiaomi Redmi Note 2,Xiaomi,,10990,4000,Black,32,0.0,0.0
Xiaomi Redmi Note 2,Xiaomi,,9750,5240,Black,16,0.0,0.0
Xiaomi Redmi 2 Enhanced Edition,Xiaomi,,7350,5640,Black,,0.0,0.0
Xiaomi Redmi Note 3,Xiaomi,,10150,0,Black,16,0.0,0.0
Xiaomi Redmi Note 3 Pro,Xiaomi,,9590,1400,Black,16,0.0,0.0
Xiaomi Redmi Note 3 Pro 4G,Xiaomi,,13590,1400,Black,32,0.0,0.0
Xiaomi Mi5,Xiaomi,,17690,2300,Black,32,0.0,0.0
Xiaomi Mi5,Xiaomi,,16490,0,Black,64,0.0,0.0
Xiaomi Mi4S,Xiaomi,,17290,0,Black,64,0.0,0.0
Xiaomi Mi Note 2,Xiaomi,,19990,10000,Black,64,0.0,0.0
Xiaomi Mi5,Xiaomi,,23990,0,Black,128,0.0,0.0
Xiaomi Mi Max,Xiaomi,,18990,4000,Black,128,0.0,0.0
Xiaomi Mi5C,Xiaomi,,11950,7040,Black,64,0.0,0.0
Xiaomi Mi5S,Xiaomi,,17490,6500,Black,64,0.0,0.0
Xiaomi Mi5S Plus,Xiaomi,,19990,5000,Black,64,0.0,0.0
Xiaomi Mi5S Plus,Xiaomi,,21490,5500,Black,128,0.0,0.0
Xiaomi Mi5S,Xiaomi,,21990,0,Black,128,0.0,0.0
Xiaomi Mi6 4Gb,Xiaomi,,21350,0,Black,64,0.0,0.0
Xiaomi Redmi Note 4+3Gb,Xiaomi,,9790,0,Black,32,0.0,0.0
Xiaomi Redmi 4A 2Gb,Xiaomi,,7990,2000,Black,32,0.0,0.0
Xiaomi Redmi Note 4+3Gb,Xiaomi,,12390,4100,Black,64,0.0,0.0
Xiaomi Redmi Note 4X+3Gb,Xiaomi,,10590,3400,Black,32,0.0,0.0
Xiaomi Redmi 4X,Xiaomi,,9390,1600,Black,16,0.0,0.0
Xiaomi Redmi 4A 2Gb,Xiaomi,,6990,1500,Black,16,0.0,0.0
Xiaomi Redmi 4X,Xiaomi,,11590,400,Black,32,0.0,0.0
Xiaomi Mi Note 3 4,Xiaomi,,17150,2840,Black,64,0.0,0.0
Xiaomi Redmi 6 Pro 4,Xiaomi,,12550,0,Black,64,0.0,0.0
Xiaomi Redmi Note 5 Pro 3Gb,Xiaomi,,0,0,Black,32,0.0,0.0
Xiaomi Redmi 5 Plus 4Gb,Xiaomi,,12750,0,Black,64,0.0,0.0
Xiaomi Redmi 5 3Gb,Xiaomi,,10650,0,Black,32,0.0,0.0
Xiaomi Redmi 5 2Gb,Xiaomi,,8990,0,Black,16,0.0,0.0
Xiaomi Redmi 5 4Gb,Xiaomi,,11490,0,Black,32,0.0,0.0
Xiaomi Mi Note 2,Xiaomi,,18990,0,Black,128,0.0,0.0
Xiaomi Mi6 6Gb,Xiaomi,,21450,0,Black,64,0.0,0.0
Xiaomi Mi Mix 2 8Gb,Xiaomi,,0,0,Black Ceramic,128,0.0,0.0
Xiaomi Mi Mix 2 6Gb,Xiaomi,,0,0,Black,256,0.0,0.0
Xiaomi Mi Mix 2 6Gb,Xiaomi,,0,0,Black,128,0.0,0.0
Xiaomi Redmi Pro 2,Xiaomi,,13990,0,Black,32,0.0,0.0
Xiaomi Redmi Pro 2,Xiaomi,,15990,0,Black,128,0.0,0.0
