name,brand,year,cost,discount,color,memory_size_Gb,dual_sim,discounted_goods
Meizu M3 Max S685H,Meizu,,18990,0,Gold,64,0.0,0.0
Meizu M5,Meizu,,6650,3340,Gold,16,0.0,0.0
Meizu U20 U685H,Meizu,,11990,0,Gold,32,0.0,0.0
Meizu U20 U685H,Meizu,,14490,0,Gold,16,0.0,0.0
Meizu M3E A680H,Meizu,,11990,0,Gold,32,0.0,0.0
Meizu M5,Meizu,,8890,2100,Gold,32,0.0,0.0
Meizu U10 U680H,Meizu,,9630,0,Gold,32,0.0,0.0
Meizu U10 U680H,Meizu,,8990,0,Gold,16,0.0,0.0
Meizu M3 Max,Meizu,,13990,5000,Gold,64,0.0,0.0
Meizu M3E,Meizu,,8290,0,Gold,32,0.0,0.0
Meizu Pro 6S,Meizu,,11950,9040,Gold,,0.0,0.0
Meizu M3s Y685H,Meizu,,11990,0,Gold,16,0.0,0.0
Meizu M3s,Meizu,,8650,0,Gold,32,0.0,0.0
Meizu MX6 M685H,Meizu,,16990,0,Gold,32,0.0,0.0
Philips S318,Philips,,5285,0,Gold,,0.0,0.0
Oppo F5 Youth,Oppo,,7990,0,Gold,,0.0,0.0
Oppo A83,Oppo,,13450,0,Gold,,0.0,0.0
OnePlus 3,OnePlus,,24650,0,Gold,64,0.0,0.0
OnePlus 3T,OnePlus,,24590,0,Gold,64,0.0,0.0
OnePlus 5,OnePlus,,35590,0,Gold,64,0.0,0.0
Motorola Moto E Gen.4 Plus,Motorola,,9550,0,Gold,16,0.0,0.0
Motorola Moto M,Motorola,,11250,0,Gold,32,0.0,0.0
Motorola Moto E Gen.4 Plus,Motorola,,10990,0,Gold,32,0.0,0.0
Motorola Moto E5,Motorola,,0,0,Gold,16,0.0,0.0
Motorola Moto G6 Play,Motorola,,0,0,Gold,,0.0,0.0
Meizu MX5 16GB,Meizu,,14590,10400,Gold,,0.0,0.0
Meizu MX4 Pro,Meizu,,17590,2400,Gold,16,0.0,0.0
Meizu MX4 Pro,Meizu,,26990,0,Gold,32,0.0,0.0
Meizu MX4,Meizu,,18990,2500,Gold,32,0.0,0.0
Meizu MX4,Meizu,,17790,200,Gold,16,0.0,0.0
Meizu M8 M813H,Meizu,,8290,0,Gold,,0.0,0.0
Micromax Q465,Micromax,,7990,0,Gold,,0.0,0.0
Micromax Q4202 Champagne,Micromax,,5390,0,Gold,,0.0,0.0
Micromax Q4101 Champagne,Micromax,,4670,0,Gold,,0.0,0.0
Micromax Q351 Champagne,Micromax,,4090,0,Gold,,0.0,0.0
Micromax Q346 Light Gold,Micromax,,3590,0,Copper,,0.0,0.0
Motorola Moto G5s 3,Motorola,,8990,0,Gold,32,0.0,0.0
Motorola Moto G5s Plusok,Motorola,,9190,0,Gold,32,0.0,0.0
Motorola Moto E4 Plusok,Motorola,,0,0,Gold,16,0.0,0.0
Samsung Galaxy C8,Samsung,,21990,0,Gold,64,0.0,0.0
Samsung Galaxy J2 SM-J200,Samsung,2017,7990,0,Gold,,0.0,0.0
Samsung Galaxy J7 Max,Samsung,,21990,0,Gold,32,0.0,0.0
Samsung Galaxy J7 Plus,Samsung,,22990,0,Gold,32,0.0,0.0
Samsung Galaxy J7 Pro,Samsung,,17990,0,Gold,32,0.0,0.0
Samsung Galaxy J7 Pro,Samsung,,19990,0,Gold,64,0.0,0.0
Samsung Galaxy S9,Samsung,,43990,6000,Gold,64,0.0,0.0
Samsung Galaxy S9 Plus,Samsung,,48750,0,Gold,64,0.0,0.0
Samsung Galaxy J4+ 3,Samsung,2018,10350,2640,Gold,32,0.0,0.0
Samsung Galaxy J6,Samsung,2018,12250,0,Gold,32,0.0,0.0
Samsung Galaxy J8,Samsung,2018,15490,1500,Gold,32,0.0,0.0
Samsung Galaxy J4,Samsung,2018,8989,0,Gold,32,0.0,0.0
Samsung Galaxy A6 Plus,Samsung,,16850,0,Gold,32,0.0,0.0
Samsung Galaxy A6,Samsung,,14750,0,Gold,32,0.0,0.0
Samsung Galaxy J7 Duo SM-J720FZ,Samsung,,0,0,Gold,,0.0,0.0
Samsung Galaxy J2 SM-J250,Samsung,2018,7299,1691,Gold,,0.0,0.0
Samsung Galaxy A8,Samsung,2018,34990,0,Gold,64,0.0,0.0
Samsung Galaxy A8 Plus,Samsung,2018,37990,0,Gold,64,0.0,0.0
Samsung Galaxy Note Fan Edition SM-N935,Samsung,,44990,0,Gold,64,0.0,0.0
Samsung S5610,Samsung,,5490,0,Gold,,0.0,0.0
Samsung S5292 Star Deluxe Duos Golden,Samsung,,3690,0,Brown,,0.0,0.0
Samsung Galaxy S5 SM-G900F,Samsung,,22990,3000,Gold,16,0.0,0.0
Samsung Z,Samsung,,0,0,Gold,,0.0,0.0
Samsung Galaxy S5 mini SM-G800F,Samsung,,15890,2100,Gold,,0.0,0.0
Samsung Galaxy S5 Duos SM-G900FD,Samsung,,23490,3500,Gold,16,0.0,0.0
Samsung Galaxy S5 mini Duos SM-G800H,Samsung,,15650,2340,Gold,,0.0,0.0
Samsung Galaxy Alpha SM-G850F,Samsung,,19990,5000,Gold,32,0.0,0.0
Samsung Galaxy Grand 2 SM-G7102,Samsung,,15990,1000,Gold,,0.0,0.0
Samsung Galaxy Note 4 SM-N910C,Samsung,,32990,12000,Gold,,0.0,0.0
Samsung Galaxy C8,Samsung,,17490,0,Gold,32,0.0,0.0
Samsung Galaxy J7 Neo SM-J701F DS,Samsung,,10450,0,Gold,,0.0,0.0
Samsung Galaxy A8 SM-A530F,Samsung,2018,16550,3440,Gold,32,0.0,0.0
Samsung Galaxy C9 Pro,Samsung,,0,0,Gold,,0.0,0.0
Samsung Galaxy A8 Plus SM-A730F,Samsung,2018,19100,4890,Gold,32,0.0,0.0
Samsung Galaxy S8 Plus,Samsung,,39990,0,Maple Gold,128,0.0,0.0
Samsung Galaxy S8,Samsung,,32250,6100,Maple Gold,64,0.0,0.0
Samsung Galaxy J3 SM-J330F,Samsung,2017,8790,4200,Gold,,0.0,0.0
Samsung Galaxy S8 Plus,Samsung,,35490,0,Maple Gold,64,0.0,0.0
Samsung Galaxy J7 SM-J730F,Samsung,2017,12990,2000,Gold,,0.0,0.0
Samsung Galaxy J5 SM-J530F,Samsung,2017,10790,6200,Gold,16,0.0,0.0
Samsung Galaxy S7 Edge SM-G935FD,Samsung,,32490,0,Gold,32,1.0,0.0
Samsung Galaxy S7 SM-G930FD,Samsung,,31990,0,Gold,32,1.0,0.0
Samsung Galaxy A7 SM-A720F DS,Samsung,2017,15990,0,Gold,,0.0,0.0
Samsung Galaxy A5 SM-A520F DS,Samsung,2017,14990,0,Gold,,0.0,0.0
Samsung Galaxy A3 SM-A320F DS,Samsung,2017,12990,10000,Gold,,0.0,0.0
Samsung Galaxy J5 Prime SM-G570F DS,Samsung,,11990,2000,Gold,,0.0,0.0
Samsung Galaxy J2 Prime SM-G532F,Samsung,,6150,2840,Gold,,0.0,0.0
Samsung Galaxy J5 SM-J510FN,Samsung,2016,9590,6400,Gold,,0.0,0.0
Samsung Galaxy J7 SM-J710FN,Samsung,2016,11350,6640,Gold,,0.0,0.0
Samsung Galaxy J3 SM-J320F,Samsung,2016,6990,4000,Gold,,0.0,0.0
Samsung Galaxy S7 Edge SM-G935FD,Samsung,,32290,27700,Gold,32,0.0,0.0
Samsung Galaxy S7 SM-G930FD,Samsung,,25990,14000,Gold,32,0.0,0.0
Samsung Galaxy J1 mini SM-J105H,Samsung,2016,4350,640,Gold,,0.0,0.0
Samsung Galaxy J2 SM-J200F DS,Samsung,,0,0,Gold,,0.0,0.0
Samsung Galaxy J1 SM-J120F DS,Samsung,2016,5500,2490,Gold,,0.0,0.0
Samsung Galaxy A3 SM-A310,Samsung,2016,11790,6200,Gold,,0.0,0.0
Samsung Galaxy A5 SM-A510,Samsung,2016,15890,6100,Gold,,0.0,0.0
Samsung Galaxy A7 SM-A710,Samsung,2016,19990,6000,Gold,,0.0,0.0
Samsung Galaxy Note 5 N920C,Samsung,,39790,6200,Gold,32,0.0,0.0
Samsung Galaxy Note 5 Duos N9200,Samsung,,44990,5000,Gold,32,0.0,0.0
Samsung Galaxy On7,Samsung,,0,0,Gold,,0.0,0.0
Samsung Galaxy On5,Samsung,,0,0,Gold,,0.0,0.0
Samsung Galaxy Note 5 SM-N9208,Samsung,,43990,6000,Gold,32,1.0,0.0
Samsung Galaxy S6 Edge+ SM-G928F,Samsung,,41990,10000,Gold,32,0.0,0.0
Samsung Galaxy Grand Prime Value Edition SM-G531H,Samsung,,8990,2000,Gold,,0.0,0.0
Samsung Galaxy Note 5,Samsung,,45990,14000,Gold,64,0.0,0.0
Samsung Galaxy J1 Mini Prime SM-J106F DS,Samsung,2016,4760,1230,Gold,,0.0,0.0
Samsung Galaxy S6 SM-G920FD,Samsung,,36990,7000,Gold,64,0.0,0.0
Samsung Galaxy S6 SM-G920F,Samsung,,28990,13000,Gold,32,0.0,0.0
Samsung Galaxy S6 Edge,Samsung,,37990,15000,Gold,64,0.0,0.0
Samsung Galaxy S6 Edge,Samsung,,44990,15000,Gold,128,0.0,0.0
Samsung Galaxy S6 Edge,Samsung,,31490,20500,Gold,32,0.0,0.0
Samsung Galaxy A3 SM-A300H,Samsung,,0,0,Gold,,0.0,0.0
Samsung Galaxy Grand Prime SM-G530H,Samsung,,9890,0,Gold,,0.0,0.0
Samsung Galaxy A7 SM-A700FD,Samsung,,21790,10200,Gold,,0.0,0.0
Samsung Galaxy A5 SM-A500F,Samsung,,17690,4300,Gold,,0.0,0.0
Samsung Galaxy A3 SM-A300F,Samsung,,10890,4100,Gold,,0.0,0.0
Tp-Link Neffos C7,Tp-Link,,6180,0,Gold,,0.0,0.0
Tp-Link Neffos X1 Lite,Tp-Link,,6199,0,Gold,,0.0,0.0
Tp-Link Neffos X1 Max,Tp-Link,,9970,0,Gold,32,0.0,0.0
Tp-Link Neffos X1,Tp-Link,,8150,0,Gold,32,0.0,0.0
Tecno Camon X Champagne,Tecno,,8790,0,Gold,,0.0,0.0
Tecno Pouvoir 2 Champagne,Tecno,,6890,0,Gold,,0.0,0.0
Tecno Pop 1S Pro Champagne,Tecno,,5475,0,Gold,,0.0,0.0
Sony Xperia J ST26i,Sony,,7490,0,Gold,,0.0,0.0
Sony Xperia Xok Lime,Sony,,11150,3840,Gold,,0.0,0.0
Sony Xperia M5,Sony,,23899,0,Gold,,0.0,0.0
Sony Xperia XA2 Plus,Sony,,16290,0,Gold,32,0.0,0.0
Sony Xperia XA2 Ultra Dual,Sony,,19990,0,Gold,32,0.0,0.0
Sony Xperia L2 H4311,Sony,,8490,0,Gold,,0.0,0.0
Sony Xperia XA1 Plus Dual,Sony,,10290,0,Gold,32,0.0,0.0
Sony Xperia XA1 Ultra Dual,Sony,,19990,0,Gold,32,0.0,0.0
Sony Xperia XA1 G3112,Sony,,12350,0,Gold,,0.0,0.0
Sony Xperia XA Dual F3112 Lime,Sony,,11295,0,Gold,,0.0,0.0
Sony Xperia X Dual Lime,Sony,,16990,3000,Gold,,0.0,0.0
Sony Xperia XA Ultra Dualok Lime,Sony,,17990,2500,Gold,,0.0,0.0
Sony Xperia XA Ultraok Lime,Sony,,20180,0,Gold,,0.0,0.0
Sony Xperia X Performance Dualok Lime,Sony,,23950,0,Gold,,0.0,0.0
Sony Xperia X Performanceok Lime,Sony,,22770,3220,Gold,,0.0,0.0
Sony Xperia XAok Lime,Sony,,10990,8000,Gold,,0.0,0.0
Sony Xperia XA Dualok Lime,Sony,,11989,4001,Gold,,0.0,0.0
Sony Xperia X Dualok Lime,Sony,,16350,0,Gold,,0.0,0.0
Sony Xperia M5 Dual,Sony,,25250,0,Gold,,0.0,0.0
Sony Xperia Z5 Premium Dual,Sony,,51150,6840,Gold,,0.0,0.0
Sony Xperia Z5 Dual,Sony,,39990,5000,Gold,,0.0,0.0
Xiaomi Redmi 5A 3Gb,Xiaomi,,9490,0,Gold,32,0.0,0.0
Xiaomi Redmi Note 5A 2Gb,Xiaomi,,6350,0,Gold,16,0.0,0.0
Xiaomi Redmi Note 5A Prime 3Gb,Xiaomi,,8990,0,Gold,32,0.0,0.0
Xiaomi Redmi 5 4Gb,Xiaomi,,11490,0,Gold,32,0.0,0.0
Xiaomi Redmi 5A 2Gb,Xiaomi,,6490,0,Gold,16,0.0,0.0
Xiaomi Redmi 5 2Gb,Xiaomi,,8550,0,Gold,16,0.0,0.0
Xiaomi Redmi 5 Plus 4Gb,Xiaomi,,12750,0,Gold,64,0.0,0.0
Xiaomi Redmi Note 5 Pro 3Gb,Xiaomi,,0,0,Gold,32,0.0,0.0
Xiaomi Redmi Note 5 3Gb,Xiaomi,,10250,1740,Gold,32,0.0,0.0
Xiaomi Redmi 6 Pro 4,Xiaomi,,11250,0,Gold,64,0.0,0.0
Xiaomi Redmi Note 5 4Gb,Xiaomi,,10450,3540,Gold,64,0.0,0.0
Xiaomi Redmi Note 5 Pro 4Gb,Xiaomi,,16990,0,Gold,64,0.0,0.0
Xiaomi Redmi Note 5 Pro 6Gb,Xiaomi,,0,0,Gold,64,0.0,0.0
Xiaomi Redmi Note 4X 4Gbok,Xiaomi,,11790,0,Gold,64,0.0,0.0
Xiaomi Redmi S2 3,Xiaomi,,8490,0,Gold,32,0.0,0.0
Xiaomi Redmi Note 5 3Gb,Xiaomi,,8990,5000,Gold,32,0.0,0.0
Xiaomi Redmi Note 5 4Gb,Xiaomi,,9990,5000,Gold,64,0.0,0.0
Xiaomi Mi6X,Xiaomi,,15750,0,Gold,64,0.0,0.0
Xiaomi Mi6X,Xiaomi,,0,0,Gold,128,0.0,0.0
Xiaomi Mi8 SE 6,Xiaomi,,16990,0,Gold,64,0.0,0.0
Xiaomi Redmi 6 3,Xiaomi,,8490,0,Gold,64,0.0,0.0
Xiaomi Redmi S2 3,Xiaomi,,8990,0,Gold,32,0.0,0.0
Xiaomi Redmi S2 4,Xiaomi,,10350,0,Gold,64,0.0,0.0
Xiaomi Redmi 6 Pro 3,Xiaomi,,10550,0,Gold,32,0.0,0.0
Xiaomi Mi8 SE 4,Xiaomi,,15790,0,Gold,64,0.0,0.0
Xiaomi Redmi 6 3,Xiaomi,,7790,0,Gold,32,0.0,0.0
Xiaomi Redmi 6 3,Xiaomi,,8490,0,Gold,32,0.0,0.0
Xiaomi Redmi 6 4,Xiaomi,,9250,0,Gold,64,0.0,0.0
Xiaomi Redmi S2 4,Xiaomi,,11250,0,Gold,64,0.0,0.0
Xiaomi Redmi Note 5 6Gb,Xiaomi,,13490,0,Gold,64,0.0,0.0
Xiaomi Redmi Note 5 Pro 4Gb,Xiaomi,,17350,0,Gold,64,0.0,0.0
Xiaomi Redmi 6 Pro 4,Xiaomi,,10350,0,Gold,32,0.0,0.0
Xiaomi Mi Note Pro,Xiaomi,,24990,13000,Gold,64,0.0,0.0
Xiaomi Mi Note,Xiaomi,,25590,0,Gold,64,0.0,0.0
Xiaomi Mi4,Xiaomi,,17990,2000,Gold,16,0.0,0.0
Xiaomi Redmi Note 3,Xiaomi,,10150,0,Gold,16,0.0,0.0
Xiaomi Redmi Note 3,Xiaomi,,12590,0,Gold,32,0.0,0.0
Xiaomi Redmi 3,Xiaomi,,8990,0,Gold,,0.0,0.0
Xiaomi Redmi Note 3 Pro,Xiaomi,,9990,1000,Gold,16,0.0,0.0
Xiaomi Redmi Note 3 Pro 4G,Xiaomi,,13490,1500,Gold,32,0.0,0.0
Xiaomi Mi4S,Xiaomi,,11150,3840,Gold,64,0.0,0.0
Xiaomi Redmi 3 Smooth,Xiaomi,,8990,0,Gold,,0.0,0.0
Xiaomi Redmi 3 Pro 3GB 32GB,Xiaomi,,11590,0,Gold,,0.0,0.0
Xiaomi Mi5,Xiaomi,,15990,4000,Gold,32,0.0,0.0
Xiaomi Mi5,Xiaomi,,16990,0,Gold,64,0.0,0.0
Xiaomi Redmi 3S,Xiaomi,,9990,1000,Gold,16,0.0,0.0
Xiaomi Redmi 3S,Xiaomi,,10990,2000,Gold,32,0.0,0.0
Xiaomi Redmi 3X,Xiaomi,,9990,1000,Gold,32,0.0,0.0
Xiaomi Redmi Pro,Xiaomi,,12990,0,Gold,32,0.0,0.0
Xiaomi Redmi Pro,Xiaomi,,11390,0,Gold,64,0.0,0.0
Xiaomi Redmi Note 4X+3Gb,Xiaomi,,9750,4240,Gold,32,0.0,0.0
Xiaomi Mi5C,Xiaomi,,12690,6300,Gold,64,0.0,0.0
Xiaomi Redmi 4A 2Gb,Xiaomi,,8490,1500,Gold,32,0.0,0.0
Xiaomi Redmi 4X,Xiaomi,,8990,2000,Gold,16,0.0,0.0
Xiaomi Redmi 4X,Xiaomi,,10890,1100,Gold,32,0.0,0.0
Xiaomi Redmi Note 4X 4Gb,Xiaomi,,11350,3640,Gold,64,0.0,0.0
Xiaomi Redmi Note 4 Prook,Xiaomi,,10590,3400,Gold,32,0.0,0.0
Xiaomi Redmi Note 4 4Gb,Xiaomi,,12590,0,Gold,64,0.0,0.0
Xiaomi Mi Max 2,Xiaomi,,10690,3300,Gold,64,0.0,0.0
Xiaomi Redmi Note 4X 3Gb,Xiaomi,,8850,2140,Gold,16,0.0,0.0
Xiaomi Mi Max 2,Xiaomi,,15950,0,Gold,128,0.0,0.0
Xiaomi Redmi 4X,Xiaomi,,11590,3400,Gold,64,0.0,0.0
Xiaomi Mi5X,Xiaomi,,13150,4840,Gold,64,0.0,0.0
Xiaomi Redmi Note 4 Prook,Xiaomi,,11790,5200,Gold,64,0.0,0.0
Xiaomi Redmi Note 5A 2Gb,Xiaomi,,7350,2640,Gold,16,0.0,0.0
Xiaomi Redmi Note 5A Prime 3Gb,Xiaomi,,9390,3600,Gold,32,0.0,0.0
Xiaomi Mi A1,Xiaomi,,12450,2540,Gold,64,0.0,0.0
Xiaomi Mi Max 2,Xiaomi,,10490,0,Gold,32,0.0,0.0
Xiaomi Mi5X,Xiaomi,,14990,0,Gold,32,0.0,0.0
Xiaomi Redmi 5 3Gb,Xiaomi,,10250,0,Gold,32,0.0,0.0
Xiaomi Redmi 5A 2Gb,Xiaomi,,7390,1600,Gold,16,0.0,0.0
Xiaomi Redmi 5 Plus 3Gb,Xiaomi,,10490,0,Gold,32,0.0,0.0
Xiaomi Mi A1,Xiaomi,,8990,0,Gold,32,0.0,0.0
Xiaomi Redmi Note 5A Prime 4Gb,Xiaomi,,9590,0,Gold,64,0.0,0.0
Xiaomi Redmi 5 2Gb,Xiaomi,,7950,0,Gold,16,0.0,0.0
Xiaomi Redmi 5 3Gb,Xiaomi,,8350,4640,Gold,32,0.0,0.0
Xiaomi Redmi 5 Plus 3Gb,Xiaomi,,9550,0,Gold,32,0.0,0.0
Xiaomi Redmi 5 Plus 4Gb,Xiaomi,,9990,0,Gold,64,0.0,0.0
Xiaomi Redmi Pro 2,Xiaomi,,14990,0,Gold,64,0.0,0.0
Xiaomi Redmi Pro 2,Xiaomi,,15990,0,Gold,128,0.0,0.0
Xiaomi Redmi Pro 2,Xiaomi,,13990,0,Gold,32,0.0,0.0
Xiaomi Redmi 5 Pro,Xiaomi,,13990,0,Gold,32,0.0,0.0
Xiaomi Mi5S,Xiaomi,,15790,0,Gold,32,0.0,0.0
Xiaomi Redmi Note 4,Xiaomi,,9990,3000,Gold,16,0.0,0.0
Xiaomi Redmi 4A 2Gb,Xiaomi,,6690,2300,Gold,16,0.0,0.0
Xiaomi Redmi Note 4+3Gb,Xiaomi,,9990,4000,Gold,32,0.0,0.0
Xiaomi Redmi 4 Pro 3Gb,Xiaomi,,8990,6000,Gold,32,0.0,0.0
Xiaomi Mi5S,Xiaomi,,15550,4440,Gold,64,0.0,0.0
Xiaomi Redmi 4 2Gb,Xiaomi,,8390,1600,Gold,16,0.0,0.0
Xiaomi Mi5S,Xiaomi,,20350,0,Gold,128,0.0,0.0
Xiaomi Mi5S Plus,Xiaomi,,19550,7440,Gold,128,0.0,0.0
Xiaomi Mi5S Plus,Xiaomi,,16590,8400,Gold,64,0.0,0.0
Xiaomi Redmi Note 4+3Gb,Xiaomi,,11290,3700,Gold,64,0.0,0.0
ZTE Blade GF3,ZTE,,3510,0,Gold,,0.0,0.0
ZTE Axon Mini Gold,ZTE,,12990,0,Silver,,0.0,0.0
ZTE Blade X3 4G,ZTE,,6425,0,Gold,,0.0,0.0
ZTE Axon Mini,ZTE,,19190,0,Gold,,0.0,0.0
ZTE Blade Z7,ZTE,,12450,0,Gold,,0.0,0.0
ZTE Blade V7 Lite,ZTE,,7699,0,Gold,,0.0,0.0
ZTE Blade A610,ZTE,,5890,3100,Gold,,0.0,0.0
ZTE Blade L5 Plus,ZTE,,5490,0,Gold,,0.0,0.0
ZTE Blade V7,ZTE,,8999,0,Gold,,0.0,0.0
ZTE Blade A910,ZTE,,8450,0,Gold,16,0.0,0.0
ZTE Blade V7 Max,ZTE,,14990,0,Gold,,0.0,0.0
ZTE Blade A610 Plus,ZTE,,10061,0,Gold,,0.0,0.0
ZTE Nubia Z11 Mini,ZTE,,12990,0,Gold,,0.0,0.0
ZTE Nubia Z11 Mini S,ZTE,,17290,0,Gold,64,0.0,0.0
ZTE Nubia Z17 Ram 8Gb,ZTE,,0,0,Gold,128,0.0,0.0
ZTE Nubia Z11 Max,ZTE,,15890,0,Gold,,0.0,0.0
ZTE Nubia Z17 miniS,ZTE,,11290,0,Black Gold,,0.0,0.0
ZTE Nubia N2,ZTE,,9590,0,Black Gold,64,0.0,0.0
ZTE Nubia M2 lite 3,ZTE,,8690,0,Gold,64,0.0,0.0
ZTE Blade V9,ZTE,,7490,0,Gold,32,0.0,0.0
ZTE Nubia N2,ZTE,,10250,0,Gold,64,0.0,0.0
ZTE Blade A520,ZTE,,4690,0,Gold,,0.0,0.0
ZTE Nubia Z17 Ram 6Gb,ZTE,,0,0,Gold,64,0.0,0.0
ZTE Nubia Z17 Ram 6Gb,ZTE,,0,0,Gold,128,0.0,0.0
ZTE Blade A6 Lite,ZTE,,0,0,Gold,,0.0,0.0
ZTE Blade A601,ZTE,,5650,0,Gold,,0.0,0.0
ZTE Blade V8 Mini,ZTE,,8150,0,Gold,,0.0,0.0
ZTE Nubia N1 3Gb,ZTE,,17490,0,Gold,64,0.0,0.0
ZTE Axon 7,ZTE,,0,0,Gold,64,0.0,0.0
ZTE Nubia Z11 Max,ZTE,,15890,0,Gold,64,0.0,0.0
ZTE Nubia Z17 mini Ram 6Gb,ZTE,,13990,0,Gold,64,0.0,0.0
ZTE Nubia Z17 mini Ram 6Gb,ZTE,,13990,0,Black Gold,64,0.0,0.0
ZTE Nubia Z17 mini Ram 4Gb,ZTE,,13990,0,Gold,64,0.0,0.0
ZTE Nubia Z17 mini Ram 4Gb,ZTE,,13990,0,Black Gold,64,0.0,0.0
ZTE Blade A6,ZTE,,7990,0,Gold,,0.0,0.0
ZTE N1,ZTE,,1165,0,Gold,,0.0,0.0
ZTE Blade V8,ZTE,,9990,0,Gold,32,0.0,0.0
ZTE Nubia M2,ZTE,,11290,0,Gold,64,0.0,0.0
ZTE Nubia M2 lite Ram 4Gb,ZTE,,8990,0,Gold,32,0.0,0.0
ZTE Nubia N1,ZTE,,10650,0,Gold,,0.0,0.0
Xiaomi Redmi 6 3,Xiaomi,,6490,2500,Gold,32,0.0,1.0
Xiaomi Mi5S Plus,Xiaomi,,11990,4600,Gold,64,0.0,1.0
Xiaomi Redmi Note 4X 3Gb,Xiaomi,,6990,2760,Gold,32,0.0,1.0
Xiaomi Mi5C,Xiaomi,,6490,6200,Gold,64,0.0,1.0
Xiaomi Redmi 5 Plus 4Gb,Xiaomi,,8990,2260,Gold,64,0.0,1.0
Xiaomi Redmi 5 3Gb,Xiaomi,,6990,2800,Gold,32,0.0,1.0
 Xiaomi Redmi Note 4X 4Gb,,,8990,3500,Gold,64,0.0,1.0
Xiaomi Redmi Note 4 Prook,Xiaomi,,7990,4000,Gold,64,0.0,1.0
Xiaomi Redmi 4X,Xiaomi,,0,0,Gold,16,0.0,1.0
Xiaomi Redmi 4A 2Gb,Xiaomi,,4990,0,Gold,16,0.0,1.0
Xiaomi Redmi 4X,Xiaomi,,6990,0,Gold,32,0.0,1.0
LG X Power K220DS,LG,,5990,0,Gold,,0.0,1.0
Xiaomi Mi Max 2,Xiaomi,,7990,3000,Gold,32,0.0,1.0
Xiaomi Redmi Note 5 4Gb,Xiaomi,,6990,0,Gold,64,0.0,1.0
Lenovo P2,Lenovo,,5990,0,Gold,64,0.0,1.0
Xiaomi Redmi 6 3,Xiaomi,,7490,3000,Gold,64,0.0,1.0
Meizu M6S,Meizu,,7490,2500,Gold,32,0.0,1.0
Meizu 15 Lite 4 M871H,Meizu,,6990,0,Gold,32,0.0,1.0
Asus Zenfone 5,Asus,,0,0,Gold,16,0.0,0.0
Asus Zenfone 5,Asus,,12990,0,Gold,16,0.0,0.0
Asus ZenFone 2 ZE551ML Ram 4Gb,Asus,,16890,3100,Gold,32,0.0,0.0
Asus ZenFone 2 ZE551ML Ram 4Gb,Asus,,0,0,Gold,64,0.0,0.0
Asus ZenFone 2 Laser ZE500KG 8Gb,Asus,,6990,0,Gold,,0.0,0.0
Asus Zenfone 2 Laser ZE500KL,Asus,,11390,0,Gold,16,0.0,0.0
Asus Zenfone 2 Laser ZE601KL,Asus,,17850,0,Gold,32,0.0,0.0
Asus ZenFone Selfie ZD551KL,Asus,,9990,0,Gold,16,0.0,0.0
Asus ZenFone Selfie ZD551KL,Asus,,0,0,Gold,32,0.0,0.0
Asus Zenfone 2 Laser ZE500KL 8Gb,Asus,,10150,0,Gold,,0.0,0.0
Asus Zenfone 2 Laser ZE500KL,Asus,,11650,0,Gold,32,0.0,0.0
Asus ZenFone Max ZC550KL,Asus,,14090,0,Gold,32,0.0,0.0
Asus ZenFone 3 Deluxe ZS570KL,Asus,,0,0,Gold,32,0.0,0.0
Asus ZenFone 3 Max ZC520TL,Asus,,10790,0,Gold,16,0.0,0.0
Asus ZenFone 3 ZE520KL,Asus,,18550,0,Gold,32,0.0,0.0
Asus ZenFone Live L1 G553KL,Asus,,6990,0,Gold,32,0.0,0.0
Asus ZenFone Max Plusok ZB570TL 4,Asus,,14550,0,Gold,64,0.0,0.0
Asus ZenFone 3s Max ZC521TL,Asus,,7990,2000,Gold,32,0.0,0.0
Asus ZenFone 4 Max ZC554KL Ram 3Gb,Asus,,0,0,Gold,32,0.0,0.0
Asus ZenFone Max Plusok ZB570TL,Asus,,11450,0,Gold,,0.0,0.0
Asus ZenFone 4 Selfie ZD553KL,Asus,,12890,7100,Gold,64,0.0,0.0
Asus ZenFone 3s Max ZC521TL,Asus,,0,0,Gold,64,0.0,0.0
Asus ZenFone 3 Deluxe ZS570KL,Asus,,0,0,Gold,64,0.0,0.0
Asus ZenFone 4 Selfie Pro ZD552KL 4 Gb,Asus,,22990,2000,Gold,,0.0,0.0
Asus ZenFone Go ZB500KL,Asus,,7750,0,Gold,32,0.0,0.0
Asus ZenFone 4 Max ZC554KL Ram 2Gb,Asus,,10450,3540,Gold,16,0.0,0.0
Asus ZenFone 3 Max ZC520TL,Asus,,11650,0,Gold,32,0.0,0.0
Asus ZenFone 4 Max ZC554KL Ram 3Gb,Asus,,0,0,Gold,32,0.0,0.0
Asus ZenFone Live ZB553KL,Asus,,11190,0,Gold,16,0.0,0.0
Asus ZenFone 4 Max ZC520KL,Asus,,0,0,Gold,32,0.0,0.0
Asus ZenFone 4 Max ZC520KL,Asus,,0,0,Gold,16,0.0,0.0
Asus ZenFone 3s Max ZC521TL,Asus,,0,0,Gold,32,0.0,0.0
Asus ZenFone Live ZB501KL,Asus,,8350,0,Gold,32,0.0,0.0
Asus ZenFone 3 Max ZC553KL Ram 2Gb,Asus,,14150,0,Gold,32,0.0,0.0
Asus ZenFone 3 Deluxe ZS550KL,Asus,,0,0,Gold,64,0.0,0.0
